LO-ID,Subject,S-ID,Topic,T-ID,Start Learning Objective,Learning Objective Verb,Content Learning Objective ,"Level
(Bloom)",BA,MA,ECR,DS,FK,CK,PK,MK,Complete Learning Objective
02_008_0350,Working with data,02,Versioning,02_008,Learners are able to,name,basic terms for versioning.,1,x,x,x,x,x,,,,Learners are able to name basic terms for versioning.
02_008_0351,Working with data,02,Versioning,02_008,Learners are able to,name,basic concepts of versioning.,1,x,x,x,x,x,,,,Learners are able to name basic concepts of versioning.
02_008_0352,Working with data,02,Versioning,02_008,Learners are able to,name,basic principles of version control.,1,x,x,x,x,x,,,,Learners are able to name basic principles of version control.
02_008_0353,Working with data,02,Versioning,02_008,Learners are able to,explain,the relevance of storing unprocessed raw data.,2,,x,x,x,x,x,,,Learners are able to explain the relevance of storing unprocessed raw data.
02_008_0354,Working with data,02,Versioning,02_008,Learners are able to,explain,the benefits of storing unprocessed raw data.,2,,x,x,x,x,x,,,Learners are able to explain the benefits of storing unprocessed raw data.
02_008_0355,Working with data,02,Versioning,02_008,Learners are able to,explain,the relevance of versioning.,2,,x,x,x,x,x,,,Learners are able to explain the relevance of versioning.
02_008_0356,Working with data,02,Versioning,02_008,Learners are able to,explain,the benefits of versioning.,2,,x,x,x,x,x,,,Learners are able to explain the benefits of versioning.
02_008_0357,Working with data,02,Versioning,02_008,Learners are able to,name,types of versioning software.,1,x,x,x,x,x,,,,Learners are able to name types of versioning software.
02_008_0358,Working with data,02,Versioning,02_008,Learners are able to,explain,the relevance of versioning software.,2,,x,x,x,x,x,,,Learners are able to explain the relevance of versioning software.
02_008_0359,Working with data,02,Versioning,02_008,Learners are able to,explain,the benefits of versioning software.,2,,x,x,x,x,x,,,Learners are able to explain the benefits of versioning software.
02_008_0360,Working with data,02,Versioning,02_008,Learners are able to,name,versioning methods.,1,x,x,x,x,x,,,,Learners are able to name versioning methods.
02_008_0361,Working with data,02,Versioning,02_008,Learners are able to,explain,versioning methods.,2,,,,x,x,x,,,Learners are able to explain versioning methods.
02_008_0362,Working with data,02,Versioning,02_008,Learners are able to,apply,versioning methods.,3,,x,x,x,x,x,x,,Learners are able to apply versioning methods.
02_008_0363,Working with data,02,Versioning,02_008,Learners are able to,develop,versioning methods.,6,,,x,x,x,x,x,x,Learners are able to develop versioning methods.
02_008_0364,Working with data,02,Versioning,02_008,Learners are able to,name,versioning software.,1,,x,x,x,x,,,,Learners are able to name versioning software.
02_008_0365,Working with data,02,Versioning,02_008,Learners are able to,apply,versioning software.,2,,x,x,x,x,x,x,,Learners are able to apply versioning software.
02_008_0366,Working with data,02,Versioning,02_008,Learners are able to,analyse,versioning software.,4,,,x,x,x,x,x,,Learners are able to analyse versioning software.
02_008_0367,Working with data,02,Versioning,02_008,Learners are able to,evaluate,versioning software.,5,,,x,x,x,x,x,x,Learners are able to evaluate versioning software.
02_008_0368,Working with data,02,Versioning,02_008,Learners are able to,explain,an example of distributed versioning software.,2,,,x,x,x,x,,,Learners are able to explain an example of distributed versioning software.
02_008_0369,Working with data,02,Versioning,02_008,Learners are able to,explain,best practices for the use of versioning software.,2,,,x,x,x,x,,,Learners are able to explain best practices for the use of versioning software.
02_008_0370,Working with data,02,Versioning,02_008,Learners are able to,develop,workflows for the use of versioning software.,6,,,x,x,x,x,x,x,Learners are able to develop workflows for the use of versioning software.
02_008_0371,Working with data,02,Versioning,02_008,Learners are able to,apply,versioning software for collaborative work.,3,,,x,x,x,x,x,,Learners are able to apply versioning software for collaborative work.
02_008_0372,Working with data,02,Versioning,02_008,Learners are able to,design,consultancy scenarios on the topic of versioning.,6,,,,x,x,x,x,x,Learners are able to design consultancy scenarios on the topic of versioning.
02_008_0373,Working with data,02,Versioning,02_008,Learners are able to,carry out,consultancy on the topic of versioning.,3,,,,x,x,x,x,,Learners are able to carry out consultancy on the topic of versioning.
02_008_0374,Working with data,02,Versioning,02_008,Learners are able to,design,didactic scenarios on the topic of versioning.,6,,,x,x,x,x,x,x,Learners are able to design didactic scenarios on the topic of versioning.
02_008_0375,Working with data,02,Versioning,02_008,Learners are able to,carry out,didactic scenarios on the topic of versioning.,3,,,x,x,x,x,x,,Learners are able to carry out didactic scenarios on the topic of versioning.
02_009_0376,Working with data,02,Data storage,02_009,Learners are able to,name,general requirements for data storage.,1,,x,x,x,x,,,,Learners are able to name general requirements for data storage.
02_009_0377,Working with data,02,Data storage,02_009,Learners are able to,explain,the relevance of data storage.,2,,x,x,x,x,x,,,Learners are able to explain the relevance of data storage.
02_009_0378,Working with data,02,Data storage,02_009,Learners are able to,explain,the benefits of data storage.,2,,x,x,x,x,x,,,Learners are able to explain the benefits of data storage.
02_009_0379,Working with data,02,Data storage,02_009,Learners are able to,name,examples of data storage.,1,x,x,x,x,x,,,,Learners are able to name examples of data storage.
02_009_0380,Working with data,02,Data storage,02_009,Learners are able to,name,basic concepts of data storage.,1,x,x,x,x,x,,,,Learners are able to name basic concepts of data storage.
02_009_0381,Working with data,02,Data storage,02_009,Learners are able to,explain,basic concepts of data storage.,2,,x,x,x,x,x,,,Learners are able to explain basic concepts of data storage.
02_009_0382,Working with data,02,Data storage,02_009,Learners are able to,apply,basic concepts of data storage.,3,x,x,x,x,x,x,x,,Learners are able to apply basic concepts of data storage.
02_009_0383,Working with data,02,Data storage,02_009,Learners are able to,analyse,basic concepts of data storage.,4,,,x,x,x,x,x,,Learners are able to analyse basic concepts of data storage.
02_009_0384,Working with data,02,Data storage,02_009,Learners are able to,evaluate,basic concepts of data storage.,5,,,x,x,x,x,x,x,Learners are able to evaluate basic concepts of data storage.
02_009_0385,Working with data,02,Data storage,02_009,Learners are able to,explain,the relevance of different concepts of data storage.,2,,x,x,x,x,x,,,Learners are able to explain the relevance of different concepts of data storage.
02_009_0386,Working with data,02,Data storage,02_009,Learners are able to,explain,the benefits of different data storage concepts.,2,,x,x,x,x,x,,,Learners are able to explain the benefits of different data storage concepts.
02_009_0387,Working with data,02,Data storage,02_009,Learners are able to,name,trends and innovations in data storage.,1,,x,x,x,x,,,,Learners are able to name trends and innovations in data storage.
02_009_0388,Working with data,02,Data storage,02_009,Learners are able to,evaluate,risks of data storage.,5,,,x,x,x,x,x,x,Learners are able to evaluate risks of data storage.
02_009_0389,Working with data,02,Data storage,02_009,Learners are able to,name,suitable data repositories for data storage.,1,x,x,x,x,x,,,,Learners are able to name suitable data repositories for data storage.
02_009_0390,Working with data,02,Data storage,02_009,Learners are able to,apply,suitable data repositories for data storage.,3,,x,x,x,x,x,x,,Learners are able to apply suitable data repositories for data storage.
02_009_0391,Working with data,02,Data storage,02_009,Learners are able to,design,consultancy scenarios on the topic of data storage.,6,,,,x,x,x,x,x,Learners are able to design consultancy scenarios on the topic of data storage.
02_009_0392,Working with data,02,Data storage,02_009,Learners are able to,carry out,consultancy on the topic of data storage.,3,,,,x,x,x,x,,Learners are able to carry out consultancy on the topic of data storage.
02_009_0393,Working with data,02,Data storage,02_009,Learners are able to,design,didactic scenarios on the topic of data storage.,6,,,x,x,x,x,x,x,Learners are able to design didactic scenarios on the topic of data storage.
02_009_0394,Working with data,02,Data storage,02_009,Learners are able to,carry out,didactic scenarios on the topic of data storage.,3,,,x,x,x,x,x,,Learners are able to carry out didactic scenarios on the topic of data storage.
02_010_0395,Working with data,02,Databases,02_010,Learners are able to,explain,the term database.,2,x,x,x,x,x,x,,,Learners are able to explain the term database.
