LZ-ID;Themencluster;Cl-ID;Thema;Th-ID;Lernziel Start;Lernziele Inhalt;Lernziel Verb;Stufe (Bloom);BA;MA;ECR;DS;SK;MK;SeK;SoK;Lernziel komplett;;
02_006_0320;Arbeiten mit Daten;02;Dateibenennungen;02_006;Lernende können;die Bestandteile für eine klare und nachvollziehbare Dateibenennung;bewerten.;5;;x;x;x;x;x;;;Lernende können die Bestandteile für eine klare und nachvollziehbare Dateibenennung bewerten.;;
02_006_0321;Arbeiten mit Daten;02;Dateibenennungen;02_006;Lernende können;Dateiumbenennungswerkzeuge;benennen.;1;x;x;x;x;x;;;;Lernende können Dateiumbenennungswerkzeuge benennen.;;
02_006_0322;Arbeiten mit Daten;02;Dateibenennungen;02_006;Lernende können;Dateiumbenennungswerkzeuge;anwenden.;3;x;x;x;x;x;x;;;Lernende können Dateiumbenennungswerkzeuge anwenden.;;
02_006_0323;Arbeiten mit Daten;02;Dateibenennungen;02_006;Lernende können;den Begriff Dateibenennungskonvention;erläutern.;2;x;x;x;x;x;;;;Lernende können den Begriff Dateibenennungskonvention erläutern.;;
02_006_0324;Arbeiten mit Daten;02;Dateibenennungen;02_006;Lernende können;die Relevanz von systematischen Dateibenennungen;erläutern.;2;;x;x;x;x;x;;;Lernende können die Relevanz von systematischen Dateibenennungen erläutern.;;
02_006_0325;Arbeiten mit Daten;02;Dateibenennungen;02_006;Lernende können;den Nutzen von systematischen Dateibenennungen;erläutern.;2;;x;x;x;x;x;;;Lernende können den Nutzen von systematischen Dateibenennungen erläutern.;;
02_006_0326;Arbeiten mit Daten;02;Dateibenennungen;02_006;Lernende können;unter Anleitung Dateibenennungskonventionen;anwenden.;3;x;x;x;x;x;x;;;Lernende können unter Anleitung Dateibenennungskonventionen anwenden.;;
02_006_0327;Arbeiten mit Daten;02;Dateibenennungen;02_006;Lernende können;eigenständig Dateibenennungskonventionen;anwenden.;3;;x;x;x;x;x;;;Lernende können eigenständig Dateibenennungskonventionen anwenden.;;
02_006_0328;Arbeiten mit Daten;02;Dateibenennungen;02_006;Lernende können;unter Anleitung Dateibenennungskonventionen;entwickeln.;6;;x;x;x;x;x;;;Lernende können unter Anleitung Dateibenennungskonventionen entwickeln.;;
02_006_0329;Arbeiten mit Daten;02;Dateibenennungen;02_006;Lernende können;eigenständig Dateibenennungskonventionen;entwickeln.;6;;x;x;x;x;x;;;Lernende können eigenständig Dateibenennungskonventionen entwickeln.;;
02_006_0330;Arbeiten mit Daten;02;Dateibenennungen;02_006;Lernende können;unter Anleitung eine Dokumentation für Dateibenennungskonventionen;entwickeln.;6;;;x;x;x;x;;;Lernende können unter Anleitung eine Dokumentation für Dateibenennungskonventionen entwickeln.;;
02_006_0331;Arbeiten mit Daten;02;Dateibenennungen;02_006;Lernende können;eigenständig eine Dokumentation für Dateibenennungskonventionen;entwickeln.;6;;;x;x;x;x;;;Lernende können eigenständig eine Dokumentation für Dateibenennungskonventionen entwickeln.;;
02_006_0332;Arbeiten mit Daten;02;Dateibenennungen;02_006;Lernende können;Beratungen zu Dateibenennungsthemen;konzipieren.;6;;;;x;x;x;;;Lernende können Beratungen zu Dateibenennungsthemen konzipieren.;;
02_006_0333;Arbeiten mit Daten;02;Dateibenennungen;02_006;Lernende können;Beratungen zu Dateibenennungsthemen;durchführen.;3;;;;x;x;x;x;x;Lernende können Beratungen zu Dateibenennungsthemen durchführen.;;
02_006_0334;Arbeiten mit Daten;02;Dateibenennungen;02_006;Lernende können;didaktische Szenarien zu Dateibenennungsthemen;konzipieren.;6;;;x;x;x;x;;;Lernende können didaktische Szenarien zu Dateibenennungsthemen konzipieren.;;
02_006_0335;Arbeiten mit Daten;02;Dateibenennungen;02_006;Lernende können;didaktische Szenarien zu Dateibenennungsthemen;durchführen.;3;;;x;x;x;x;x;x;Lernende können didaktische Szenarien zu Dateibenennungsthemen durchführen.;;
02_007_0336;Arbeiten mit Daten;02;Ordnerstrukturen;02_007;Lernende können;Konzepte für eine klare und nachvollziehbare Ordnerstruktur;benennen.;1;x;x;x;x;x;;;;Lernende können Konzepte für eine klare und nachvollziehbare Ordnerstruktur benennen.;;
02_007_0337;Arbeiten mit Daten;02;Ordnerstrukturen;02_007;Lernende können;Konzepte für eine klare und nachvollziehbare Ordnerstruktur;erläutern.;2;x;x;x;x;x;;;;Lernende können Konzepte für eine klare und nachvollziehbare Ordnerstruktur erläutern.;;
02_007_0338;Arbeiten mit Daten;02;Ordnerstrukturen;02_007;Lernende können;Konzepte für eine klare und nachvollziehbare Ordnerstruktur;anwenden.;3;x;x;x;x;x;x;;;Lernende können Konzepte für eine klare und nachvollziehbare Ordnerstruktur anwenden.;;
02_007_0339;Arbeiten mit Daten;02;Ordnerstrukturen;02_007;Lernende können;Konzepte für eine klare und nachvollziehbare Ordnerstruktur;analysieren.;4;;x;x;x;x;x;;;Lernende können Konzepte für eine klare und nachvollziehbare Ordnerstruktur analysieren.;;
02_007_0340;Arbeiten mit Daten;02;Ordnerstrukturen;02_007;Lernende können;eine Ordnerstruktur;analysieren.;4;;;x;x;x;x;;;Lernende können eine Ordnerstruktur analysieren.;;
02_007_0341;Arbeiten mit Daten;02;Ordnerstrukturen;02_007;Lernende können;eine Ordnerstruktur;bewerten.;5;;;x;x;x;x;;;Lernende können eine Ordnerstruktur bewerten.;;
02_007_0342;Arbeiten mit Daten;02;Ordnerstrukturen;02_007;Lernende können;unter Anleitung eine Ordnerstruktur;entwickeln.;6;;x;x;x;x;x;;;Lernende können unter Anleitung eine Ordnerstruktur entwickeln.;;
02_007_0343;Arbeiten mit Daten;02;Ordnerstrukturen;02_007;Lernende können;eigenständig eine Ordnerstruktur;entwickeln.;6;;x;x;x;x;x;;;Lernende können eigenständig eine Ordnerstruktur entwickeln.;;
02_007_0344;Arbeiten mit Daten;02;Ordnerstrukturen;02_007;Lernende können;unter Anleitung eine Dokumentation für Ordnerstrukturen;entwickeln.;6;;x;x;x;x;x;;;Lernende können unter Anleitung eine Dokumentation für Ordnerstrukturen entwickeln.;;
02_007_0345;Arbeiten mit Daten;02;Ordnerstrukturen;02_007;Lernende können;eigenständig eine Dokumentation für Ordnerstrukturen;entwickeln.;6;;x;x;x;x;x;;;Lernende können eigenständig eine Dokumentation für Ordnerstrukturen entwickeln.;;
02_007_0346;Arbeiten mit Daten;02;Ordnerstrukturen;02_007;Lernende können;didaktische Szenarien zu Ordnerstrukturen;konzipieren.;6;;;x;x;x;x;;;Lernende können didaktische Szenarien zu Ordnerstrukturen konzipieren.;;
02_007_0347;Arbeiten mit Daten;02;Ordnerstrukturen;02_007;Lernende können;didaktische Szenarien zu Ordnerstrukturen;durchführen.;3;;;x;x;x;x;x;x;Lernende können didaktische Szenarien zu Ordnerstrukturen durchführen.;;
02_007_0348;Arbeiten mit Daten;02;Ordnerstrukturen;02_007;Lernende können;Beratungsszenarien zu Ordnerstrukturen;konzipieren.;6;;;;x;x;x;;;Lernende können Beratungsszenarien zu Ordnerstrukturen konzipieren.;;
02_007_0349;Arbeiten mit Daten;02;Ordnerstrukturen;02_007;Lernende können;Beratungen zu Ordnerstrukturen;durchführen.;3;;;;x;x;x;x;x;Lernende können Beratungen zu Ordnerstrukturen durchführen.;;
02_008_0350;Arbeiten mit Daten;02;Versionierung ;02_008;Lernende können;grundlegende Begriffe bei der Versionierung;benennen.;1;x;x;x;x;x;;;;Lernende können grundlegende Begriffe bei der Versionierung benennen.;;
02_008_0351;Arbeiten mit Daten;02;Versionierung ;02_008;Lernende können;grundlegende Konzepte der Versionierung;benennen.;1;x;x;x;x;x;;;;Lernende können grundlegende Konzepte der Versionierung benennen.;;
02_008_0352;Arbeiten mit Daten;02;Versionierung ;02_008;Lernende können;grundlegende Prinzipien der Versionskontrolle;benennen.;1;x;x;x;x;x;;;;Lernende können grundlegende Prinzipien der Versionskontrolle benennen.;;
02_008_0353;Arbeiten mit Daten;02;Versionierung ;02_008;Lernende können;die Relevanz der Speicherung von unbearbeiteten Rohdaten;erläutern.;2;;x;x;x;x;;;;Lernende können die Relevanz der Speicherung von unbearbeiteten Rohdaten erläutern.;;
02_008_0354;Arbeiten mit Daten;02;Versionierung ;02_008;Lernende können;den Nutzen der Speicherung von unbearbeiteten Rohdaten;erläutern.;2;;x;x;x;x;;;;Lernende können den Nutzen der Speicherung von unbearbeiteten Rohdaten erläutern.;;
02_008_0355;Arbeiten mit Daten;02;Versionierung ;02_008;Lernende können;die Relevanz der Versionierung;erläutern.;2;;x;x;x;x;;;;Lernende können die Relevanz der Versionierung erläutern.;;
02_008_0356;Arbeiten mit Daten;02;Versionierung ;02_008;Lernende können;den Nutzen der Versionierung;erläutern.;2;;x;x;x;x;;;;Lernende können den Nutzen der Versionierung erläutern.;;
02_008_0357;Arbeiten mit Daten;02;Versionierung ;02_008;Lernende können;Arten von Versionierungssoftwares;benennen.;1;x;x;x;x;x;;;;Lernende können Arten von Versionierungssoftwares benennen.;;
02_008_0358;Arbeiten mit Daten;02;Versionierung ;02_008;Lernende können;die Relevanz von Versionierungssoftwares;erläutern.;2;;x;x;x;x;;;;Lernende können die Relevanz von Versionierungssoftwares erläutern.;;
02_008_0359;Arbeiten mit Daten;02;Versionierung ;02_008;Lernende können;den Nutzen von Versionierungssoftwares;erläutern.;2;;x;x;x;x;;;;Lernende können den Nutzen von Versionierungssoftwares erläutern.;;
02_008_0360;Arbeiten mit Daten;02;Versionierung ;02_008;Lernende können;Versionierungsmethoden;benennen.;1;x;x;x;x;x;;;;Lernende können Versionierungsmethoden benennen.;;
02_008_0361;Arbeiten mit Daten;02;Versionierung ;02_008;Lernende können;Versionierungsmethoden;erläutern.;2;;;;x;x;x;;;Lernende können Versionierungsmethoden erläutern.;;
02_008_0362;Arbeiten mit Daten;02;Versionierung ;02_008;Lernende können;Versionierungsmethoden;anwenden.;3;;x;x;x;x;x;;;Lernende können Versionierungsmethoden anwenden.;;
02_008_0363;Arbeiten mit Daten;02;Versionierung ;02_008;Lernende können;Versionierungsmethoden;entwickeln.;6;;;x;x;x;x;;;Lernende können Versionierungsmethoden entwickeln.;;
02_008_0364;Arbeiten mit Daten;02;Versionierung ;02_008;Lernende können;Versionierungssoftware;benennen.;1;;x;x;x;x;;;;Versionierungssoftwares;;
02_008_0365;Arbeiten mit Daten;02;Versionierung ;02_008;Lernende können;Versionierungssoftware;anwenden.;2;;x;x;x;x;x;;;Lernende können Versionierungssoftware anwenden.;;
02_008_0366;Arbeiten mit Daten;02;Versionierung ;02_008;Lernende können;Versionierungssoftwares;analysieren.;4;;;x;x;x;x;;;Lernende können Versionierungssoftwares analysieren.;;
02_008_0367;Arbeiten mit Daten;02;Versionierung ;02_008;Lernende können;Versionierungssoftwares;bewerten.;5;;;x;x;x;x;;;Lernende können Versionierungssoftwares bewerten.;;
02_008_0368;Arbeiten mit Daten;02;Versionierung ;02_008;Lernende können;ein Beispiel einer verteilten Versionierungssoftware;erläutern.;2;;;x;x;x;;;;Lernende können ein Beispiel einer verteilten Versionierungssoftware erläutern.;;
02_008_0369;Arbeiten mit Daten;02;Versionierung ;02_008;Lernende können;Best Practices bei der Nutzung einer Versionierungssoftware;erläutern.;2;;;x;x;x;;;;Lernende können Best Practices bei der Nutzung einer Versionierungssoftware erläutern.;;
02_008_0370;Arbeiten mit Daten;02;Versionierung ;02_008;Lernende können;Workflows für die Nutzung einer Versionierungssoftware;entwickeln.;6;;;x;x;x;x;;;Lernende können Workflows für die Nutzung einer Versionierungssoftware entwickeln.;;
02_008_0371;Arbeiten mit Daten;02;Versionierung ;02_008;Lernende können;Versionierungssoftwares für kollaborative Arbeit;anwenden.;3;;;x;x;x;x;;x;Lernende können Versionierungssoftwares für kollaborative Arbeit anwenden.;;
02_008_0372;Arbeiten mit Daten;02;Versionierung ;02_008;Lernende können;Beratungsszenarien zum Thema Versionierung;konzipieren.;6;;;;x;x;x;;;Lernende können Beratungsszenarien zum Thema Versionierung konzipieren.;;
02_008_0373;Arbeiten mit Daten;02;Versionierung ;02_008;Lernende können;Beratungen zum Thema Versionierung;durchführen.;3;;;;x;x;x;x;x;Lernende können Beratungen zum Thema Versionierung durchführen.;;
02_008_0374;Arbeiten mit Daten;02;Versionierung ;02_008;Lernende können;didaktische Szenarien zum Thema Versionierung;konzipieren.;6;;;x;x;x;x;;;Lernende können didaktische Szenarien zum Thema Versionierung konzipieren.;;
02_008_0375;Arbeiten mit Daten;02;Versionierung ;02_008;Lernende können;didaktische Szenarien zum Thema Versionierung;durchführen.;3;;;x;x;x;x;x;x;Lernende können didaktische Szenarien zum Thema Versionierung durchführen.;;
02_009_0376;Arbeiten mit Daten;02;Datenspeicherung;02_009;Lernende können;allgemeine Anforderungen an die Datenspeicherung;benennen.;1;;x;x;x;x;;;;Lernende können allgemeine Anforderungen an die Datenspeicherung benennen.;;
02_009_0377;Arbeiten mit Daten;02;Datenspeicherung;02_009;Lernende können;die Relevanz der Datenspeicherung;erläutern.;2;;x;x;x;x;;;;Lernende können die Relevanz der Datenspeicherung erläutern.;;
02_009_0378;Arbeiten mit Daten;02;Datenspeicherung;02_009;Lernende können;den Nutzen der Datenspeicherung;erläutern.;2;;x;x;x;x;;;;Lernende können den Nutzen der Datenspeicherung erläutern.;;
02_009_0379;Arbeiten mit Daten;02;Datenspeicherung;02_009;Lernende können;Beispiele für Datenspeicherung;benennen.;1;x;x;x;x;x;;;;Lernende können Beispiele für Datenspeicherung benennen.;;
02_009_0380;Arbeiten mit Daten;02;Datenspeicherung;02_009;Lernende können;grundlegende Konzepte der Datenspeicherung;benennen.;1;x;x;x;x;x;;;;Lernende können grundlegende Konzepte der Datenspeicherung benennen.;;
02_009_0381;Arbeiten mit Daten;02;Datenspeicherung;02_009;Lernende können;grundlegende Konzepte der Datenspeicherung;erläutern.;2;;x;x;x;x;;;;Lernende können grundlegende Konzepte der Datenspeicherung erläutern.;;
02_009_0382;Arbeiten mit Daten;02;Datenspeicherung;02_009;Lernende können;grundlegende Konzepte der Datenspeicherung;anwenden.;3;x;x;x;x;x;x;;;Lernende können grundlegende Konzepte der Datenspeicherung anwenden.;;
02_009_0383;Arbeiten mit Daten;02;Datenspeicherung;02_009;Lernende können;grundlegende Konzepte der Datenspeicherung;analysieren.;4;;;x;x;x;x;;;Lernende können grundlegende Konzepte der Datenspeicherung analysieren.;;
02_009_0384;Arbeiten mit Daten;02;Datenspeicherung;02_009;Lernende können;grundlegende Konzepte der Datenspeicherung;bewerten.;5;;;x;x;x;x;;;Lernende können grundlegende Konzepte der Datenspeicherung bewerten.;;
02_009_0385;Arbeiten mit Daten;02;Datenspeicherung;02_009;Lernende können;die Relevanz unterschiedlicher Konzepte der Datenspeicherung;erläutern.;2;;x;x;x;x;;;;Lernende können die Relevanz unterschiedlicher Konzepte der Datenspeicherung erläutern.;;
02_009_0386;Arbeiten mit Daten;02;Datenspeicherung;02_009;Lernende können;den Nutzen unterschiedlicher Konzepte der Datenspeicherung;erläutern.;2;;x;x;x;x;;;;Lernende können den Nutzen unterschiedlicher Konzepte der Datenspeicherung erläutern.;;
02_009_0387;Arbeiten mit Daten;02;Datenspeicherung;02_009;Lernende können;Trends und Innovationen in der Datenspeicherung;benennen.;1;;x;x;x;x;;;;Lernende können Trends und Innovationen in der Datenspeicherung benennen.;;
02_009_0388;Arbeiten mit Daten;02;Datenspeicherung;02_009;Lernende können;Risiken der Datenspeicherung;bewerten.;5;;;x;x;x;x;;;Lernende können Risiken der Datenspeicherung bewerten.;;
02_009_0389;Arbeiten mit Daten;02;Datenspeicherung;02_009;Lernende können;geeignete Datenrepositorien zur Datenspeicherung;benennen.;1;x;x;x;x;x;;;;Lernende können geeignete Datenrepositorien zur Datenspeicherung benennen.;;
02_009_0390;Arbeiten mit Daten;02;Datenspeicherung;02_009;Lernende können;geeignete Datenrepositorien zur Datenspeicherung;anwenden.;3;;x;x;x;x;x;;;Lernende können geeignete Datenrepositorien zur Datenspeicherung anwenden.;;
02_009_0391;Arbeiten mit Daten;02;Datenspeicherung;02_009;Lernende können;Beratungsszenarien zum Thema Datenspeicherung;konzipieren.;6;;;;x;x;x;;;Lernende können Beratungsszenarien zum Thema Datenspeicherung konzipieren.;;
02_009_0392;Arbeiten mit Daten;02;Datenspeicherung;02_009;Lernende können;Beratungen zum Thema Datenspeicherung;durchführen.;3;;;;x;x;x;x;x;Lernende können Beratungen zum Thema Datenspeicherung durchführen.;;
02_009_0393;Arbeiten mit Daten;02;Datenspeicherung;02_009;Lernende können;didaktische Szenarien zum Thema Datenspeicherung;konzipieren.;6;;;x;x;x;x;;;Lernende können didaktische Szenarien zum Thema Datenspeicherung konzipieren.;;
02_009_0394;Arbeiten mit Daten;02;Datenspeicherung;02_009;Lernende können;didaktische Szenarien zum Thema Datenspeicherung;durchführen.;3;;;x;x;x;x;x;x;Lernende können didaktische Szenarien zum Thema Datenspeicherung durchführen.;;
02_010_0395;Arbeiten mit Daten;02;Datenbanken;02_010;Lernende können;den Begriff Datenbank;erläutern.;2;x;x;x;x;x;;;;Lernende können den Begriff Datenbank erläutern.;;
02_010_0396;Arbeiten mit Daten;02;Datenbanken;02_010;Lernende können;grundlegende Datenbankmodelle;benennen.;1;x;x;x;x;x;;;;Lernende können grundlegende Datenbankmodelle benennen.;;
02_010_0397;Arbeiten mit Daten;02;Datenbanken;02_010;Lernende können;grundlegende Datenbankmodelle;erläutern.;2;;x;x;x;x;;;;Lernende können grundlegende Datenbankmodelle erläutern.;;
02_010_0398;Arbeiten mit Daten;02;Datenbanken;02_010;Lernende können;grundlegende Datenbankmodelle;analysieren;4;;;x;x;x;x;;;Lernende können grundlegende Datenbankmodelle analysieren;;
02_010_0399;Arbeiten mit Daten;02;Datenbanken;02_010;Lernende können;Unterschiede zwischen Datenbanken und anderen Datenspeicherlösungen;erläutern.;2;;;x;x;x;;;;Lernende können Unterschiede zwischen Datenbanken und anderen Datenspeicherlösungen erläutern.;;
02_010_0400;Arbeiten mit Daten;02;Datenbanken;02_010;Lernende können;Konzepte zum Aufbau von Datenbanksystemen;benennen.;1;;;x;x;x;;;;Lernende können Konzepte zum Aufbau von Datenbanksystemen benennen.;;
02_010_0401;Arbeiten mit Daten;02;Datenbanken;02_010;Lernende können;Konzepte zum Aufbau von Datenbanksystemen;erläutern.;2;;;;;x;;;;Lernende können Konzepte zum Aufbau von Datenbanksystemen erläutern.;;
02_010_0402;Arbeiten mit Daten;02;Datenbanken;02_010;Lernende können;Konzepte zum Aufbau von Datenbanksystemen;anwenden.;3;;x;x;x;x;x;;;Lernende können Konzepte zum Aufbau von Datenbanksystemen anwenden.;;
02_010_0403;Arbeiten mit Daten;02;Datenbanken;02_010;Lernende können;Datenbankabfragen;anwenden.;3;;x;x;x;x;x;;;Lernende können Datenbankabfragen anwenden.;;
